poetry,text
دلِ من در هوایِ رویِ فرّخ / بُوَد آشفته همچون مویِ فرّخ,دل من در عشقِ روی فرخ و در محبتش چون موی فرخ آشفته و پریشان است . [ هوی = در اینجا به معنی محبت / آشفته = درهم و پریشان / در هوای روی فرخ = به عشق محبوبم فرخ ]
بجز هندویِ زلفش هیچکس نیست / که برخوردار شد از رُویِ فرّخ,کسی نیست که به جز از هندوی زلف فرخ از رویش هم برخوردار باشد یعنی هر کس که از فرخ برخوردار شده فقط از هندوی زلفش بوده امّا از روی وصالش کسی بهره مند نشده است . [ هندوی زلفش = گیسوی مشکین ]
سیاهی نیک بخت است آنکه دایم / بُوَد همراز و هم زانویِ فّرخ,آن سیاهی که همیشه همراز و هم زانوی فرخ است ، سیاهِ خوش طالعی است . [ سیاه = مراد موی فرخ است / هم زانو = همنشین ]
شود چون بیدِ لرزان سروِ آزاد / اگر بیند قدِ دلجویِ فرّخ,سرو بستان اگر قدِ دلجوی فرخ را ببیند چون بید لرزان شود . یعنی قامت خرامان فرخ را اگر سرو ببیند از غیرتش بی اختیار می لرزد . [ بید = نام درختی است / لرزان = صفت است برای بید ]
بده ساقی شرابِ ارغوانی / بیادِ نرگسِ جادویِ فرّخ,ای ساقی به یاد چشم زیبا و افسونگر فرخ ، باده سرخ بده تا بنوشم . [ شراب ارغوانی = می گلگون و سرخ رنگ / نرگس جادو = نرگس افسونگر ، مقصود چشم است ]
دو تا شد قامتم همچون کمانی / ز غم پیوسته چون ابرویِ فرّخ,قامتم از غمِ پیوسته مثلِ کمان دو لا شد مانندِ ابروی فرخ . [ دو تا = دو لا ]
نسیمِ مُشکِ تاتاری خجل کرد / شمیمِ زلفِ عنبر بویِ فرّخ,رایحه زلفِ عنبر بوی فرخ ، نسیمِ مشکِ تاتاری را شرمنده کرد . [ نسیم و شمیم = هر دو به معنی رایحه و بوی خوش ]
اگر میلِ دلِ هر کس بجایی است / بُوَد میلِ دلِ من سویِ فرّخ, اگر دل هر کسی میل به جایی داشته باشد یعنی به جایی مقید و متعلق باشد . میلِ دلِ من به جانب فرخ است یعنی مقید و متعلق به اوست .
غلامِ همّتِ آنم که باشد / چو حافظ بنده و هندویِ فرّخ,من غلامِ همتِ بلندِ آن کسی هستم که چون حافظ ، بنده و غلام فرخ باشد . [ هندوی فرخ = غلام و زرخرید فرخ ] شرح و تفسیر غزل 98                       شرح و تفسیر غزل 100
اگر به مذهبِ تو خونِ عاشقست مُباح / صلاجِ ما همه آنست کآن تراست صلاح,اپر در مذهب و ملتِ تو ریختن خونِ عاشق حلال است صلاحِ ما هم در صلاحِ تو است یعنی هرچه شایسته توست شایسته ما هم هست . چه ریختن خون باشد و چه گرفتن جان . [ صلاح = شایسته ]
سوادِ زلفِ سیاهِ توجاعِل الظُلُمات / بیاضِ روی چو ماهِ تو فالِق الاِصباح,سیاهی زلفِ تو چنان است که گویی بوجود آورندۀ تاریکی هاست و سپیدی چهرۀ چون ماهِ تو شکافنده و پدیدآورندۀ صبح است به عبارت دیگر ، روی تو همچون صبح که سیاهی شب را کنار می زند و درمی آید . سیاهی زلفِ تو را شکافته و بیرون آمده است . [ سواد = سیاهی / جاعل الظلمات = قرار دهندۀ ظلمت ها و تاریکی ها / بیاض = سفیدی / فالق الاصباح = شکافندۀ صبح ]
ز چینِ زلفِ کمندت کسی نیافت خلاص / از آن کمانچۀ ابرو و تیرِ چشمِ نجاح,هیچکس از شکنِ گیسوی خم اندر خمِ تو رهایی نیابد و از آن کمانِ کوچکِ ابروان و تیرِ نگاه آیا چشمِ رستگاری توان داشت ؟ [ نَجاح = رستگاری و پیروزی ]
ز دیده ام شده یک چشمه در کنار روان / که آشنا نکند در میانِ آن ملّاح,آنچنان می گریم که از اشکِ دیده ام چشمه ای در کنارم جاری شده است که ملّاح نمی تواند در آن چشمه شنا کند . یعنی با وجودِ این که شناگری از خصوصیات یک ملّاح است باز نمی تواند در آن چشمه شنا کند . [ روان = جاری / آشنا = شنا / ملّاح = کشتی بان ]
لبِ چو آبِ حیاتِ تو هست قوّتِ جان / وجودِ خاکیِ ما را ازوست ذکرِ رواح,لب چون چشمۀ نوشِ تو ، نیروبخشِ جان است و برای پیکرِ خاکی ما همچون دعای شبانه است . [ ذکر = دعا / رواح = شبانگاه ]
بداد لعلِ لبت بوسه ای به صد زاری / گرفت کامِ دلم زو به صد هزار اِلحاح,لبِ لعلِ تو با صد نوع زاری و نیاز بوسه ای داد و دلِ من با صد هزار اصرار و پافشاری ، از لبِ تو کام گرفت . [ لعل = سنگِ قیمتی سرخ رنگ ، لب از جهت سرخی به لعل مانند شده / کام گرفتن = به آرزو رسیدن ]
دعایِ جانِ تو وِردِ زبانِ مشتاقان / همیشه تا که بود متّصل مسا و صباح,تا زمانی که شب و روز به هم متصل هستندو در پی هم می آیند و می روند . پیوسته ذکرِ زبانِ عاشقان ، دعا برای جانِ تو است . [ وِرد = ذکری که کسی آن را پیوسته زیر لب تکرار کند / مشتاقان = عاشقان / مسا = شب / صباح = صبح ]
صلاح و توبه و تقوی ز ما مجو حافظ / زِ رِند و عاشق و مجنون کسی نیافت صلاح,ای حافظ ، از ما طلبِ خیر و صلاح و توبه و تقوا را مکن . زیرا از رند و عاشق و دیوانه ، کسی انتظار اینها را ندارد . [ صلاح = خیر و نیکی و پرهیزکاری / رند = شخصی که ظاهرش در ملامت و باطنش در سلامت باشد / مجنون = دیوانه ] شرح و تفسیر غزل 97                     شرح و تفسیر غزل 99
تویی که بر سرِ خوبانِ کشوری چون تاج / سزد اگر همۀ دلبران دهندت باج,خطاب به جانام می فرماید : شایسته است که از تمام دلبران عالَم باج بگیری زیرا بر سرِ همۀ زیبایانِ کشور چون تاجی . یعنی پادشاه سرفرازِ جمیع دلبرانی و بر سرِ تمام دلبران جا داری . [ سزد = لایق / ستانی = از مصدر ستانیدن به معنی گرفتن ]
دو چشمِ شوخِ تو بر هم زده خطا و حَبَش / به چینِ زلف تو ماچین و هند داده خراج,دیدگان تو که در دلبری گستاخند ، در سرزمینِ ختا و حبشه ، شوری برانگیخته اند و چین بزرگ و هندوستان به شِکنِ زلف تو به نشانِ اطاعت باج داده اند . ( شرح حافظ خلیل خطیب رهبر ) [ خطا ( ختا ) = نام شهری در ترکستان که مشک خیز است و زیبایان آن به حُسن مشهور / حبش = حبشه ، کشور سیاهان در خاور افریقا / ماچین = چین بزرگ یا چین اصلی ( لغت نامه دهخدا ) ]
