,topic,poetry
1265,khodavand,مایه‌داران نقد روز رفته بازآرند و من بی زر این شهر و بازارم خداوندا ببخش
1266,khodavand,پیشت از روز الست آوردم اقرار بلی هم بر آن پیشینه اقرارم خداوندا ببخش
1267,khodavand,بخششت عامست و می‌بخشی سزای هر کسی گر به بخشایش سزاوارم خداوندا ببخش
1268,khodavand,ناامیدی بردم از یاران که می‌اندوختم روز نومیدی تویی یارم خداوندا ببخش
1269,khodavand,آبرویم نیست اندر جمع خاصان را ولی آب چشمم هست و می‌بارم خداوندا ببخش
1270,khodavand,عالمی بر عیب و تقصیرم تو یارب دست گیر واقفی بر غیب و اسرارم خداوندا ببخش
1271,khodavand,گفته‌ای بر زاری افتادگان بخشش کنم اینک آن افتاده زارم خداوندا ببخش…
1272,khodavand,اوحدی‌وار از گناه خود فغانی می‌کنم بر فغان اوحدی‌وارم خداوندا ببخش
1273,khodavand,خداوندا دلم را چشم بگشای به معراج یقینم راه بنمای
1274,khodavand,به رحمت باز کن گنجینه جود درونم خوان به شادروان مقصود
1275,khodavand,دلی بخش از ثنای خویش معمور زبانی ز آفرین دیگران دور
1276,khodavand,دراسانیم شکر اندیش گردان به دشواری سپاسم بیش گردان
1277,khodavand,امیدم را به جایی کش عماری که باشد پیشگاه رستگاری
1278,khodavand,چو خود برداشتی اول ز خاکم مده آخر به طوفان هلاکم
1279,khodavand,منم که نیست شب و روز جز گنه کارم گناهکارم و امید عفو می‌دارم
1280,khodavand,امیدوار به فضل خدا و هر روزی هزار بار خدا را ز خود بیازارم…
1281,khodavand,مهیمنا ملکا قادرا خداوندا تویی ریوف و رحیم و عفو و غفارم
1282,khodavand,ز کرده توبه و استغفر الله از گفته اگر چه خوب و پسندیده است گفتارم
1283,khodavand,در آن زمان که امید از حیات قطع کنم ز لطف و رحمت خود ناامید مگذارم
1284,khodavand,اگر چه من به رضایت نکرده‌ام کاری تو رحمتی کن و ناکرده کرده انگارم
1285,khodavand,من بغیر از تو نه‌بینم درجهان قادرا پروردگارا جاودان
1286,khodavand,من ترا دانم ترا دانم ترا حق ترا کی غیر باشد ای خدا
1287,khodavand,چون به جز تو نیست در هر دو جهان لاجرم غیری نباشد در میان
1288,khodavand,اولین و آخرین و ای احد ظاهرین و باطنین و بی عدد
1289,khodavand,این جهان و آن جهان و در نهان آشکارا در نهان و در عیان
1290,khodavand,هم عیان و هم نهان پیدا تویی هم درون گنبد خضرا تویی
1291,khodavand,در ازل بودی و باشی همچنان تا ابد هستی و باشی جاودان…
1292,khodavand,عالمان در علم او درمانده‌اند عارفان از عرف او وامانده‌اند
1293,khodavand,عاشقان از عشق او حیران شدند هر دم از نوعی دگر بی‌جان شدند
1294,khodavand,این همه گفتیم لیک اندر بسیچ بی‌عنایات خدا هیچیم هیچ
1295,khodavand,بی‌عنایات حق و خاصان حق گر ملک باشد سیاهستش ورق
1296,khodavand,ای خدا ای فضل تو حاجت روا با تو یاد هیچ کس نبود روا…
1297,khodavand,قطره‌ای کو در هوا شد یا که ریخت از خزینه قدرت تو کی گریخت
1298,khodavand,گر در آید در عدم یا صد عدم چون بخوانیش او کند از سر قدم
1299,khodavand,صد هزاران ضد ضد را می‌کشد بازشان حکم تو بیرون می‌کشد
1300,khodavand,از عدم‌ها سوی هستی هر زمان هست یا رب کاروان در کاروان
1301,khodavand,خاصه هر شب جمله افکار و عقول نیست گردد غرق در بحر نغول
1309,khodavand,ای آن که طلب کار خدایی به خود آ از خود بطلب کز تو خدا نیست جدا
1310,khodavand,اول به خود آ چون به خود آیی به خدا اقرار بیاری به خدایی خدا
1316,khodavand,با خدا باش و نصرت از وی خواه که مددها ز آسمان آمد
1318,khodavand,راهی به خدا دارد خلوتگه تنهایی آنجا که روی از خود آنجا که به خود آیی
1319,khodavand,هر جا که سری بردم در پرده تو را دیدم تو پرده نشینی و من هرزه‌ی هر جایی
1320,khodavand,اول دفتر به نام ایزد دانا صانع پروردگار حی توانا
1321,khodavand,اکبر و اعظم خدای عالم و آدم صورت خوب آفرید و سیرت زیبا
1322,khodavand,ارخدایا مهیمنی و مدبر وز همه عیبی مقدسی و مبرا
1323,khodavand,ما نتوانیم حق حمد تو گفتن با همه کروبیان عالم بالا
1324,khodavand,یارب آگاهی ز یارب‌های من حاضری در ماتم شب‌های من
1325,khodavand,خدایا رحمتت دریای عام است وز آنجا قطره‌ای ما را تمام است …
1326,khodavand,چون در دل ما آیی تو دامن خود برکش تا جامه نیالایی از خون جگر جانا
1327,khodavand,ای ماه برآ آخر بر کوری مه رویان ابری سیه اندرکش در روی قمر جانا
1328,khodavand,زان روز که زادی تو ای لب شکر از مادر آوه که چه کاسد شد بازار شکر جانا
1329,khodavand,گفتی که سلام علیک بگرفت همه عالم دل سجده درافتاده جان بسته کمر جانا
1330,khodavand,چون شمع بدم سوزان هر شب به سحر کشته امروز بنشناسم شب را ز سحر جانا
1331,khodavand,شمس الحق تبریزی شاهنشه خون ریزی ای بحر کمربسته پیش تو گهر جانا
1332,khodavand,ای ز مقدارت هزاران فخر بی‌مقدار را داد گلزار جمالت جان شیرین خار را
1333,khodavand,ای ملوکان جهان روح بر درگاه تو در سجودافتادگان و منتظر مر بار را
1334,khodavand, عقل از عقلی رود هم روح روحی گم کند چونک طنبوری ز عشقت برنوازد تار را
1335,khodavand,گر ز آب لطف تو نم یافتی گلزارها کس ندیدی خالی از گل سال‌ها گلزار را
1336,khodavand,محو می‌گردد دلم در پرتو دلدار من می‌نتانم فرق کردن از دلم دلدار را
1337,khodavand,دایما فخرست جان را از هوای او چنان کو ز مستی می‌نداند فخر را و عار را
1338,khodavand,هست غاری جان رهبانان عشقت معتکف کرده رهبان مبارک پر ز نور این غار را
1339,khodavand,گر شود عالم چو قیر از غصه هجران تو نخوتی دارد که اندرننگرد مر قار را
1340,khodavand,چون عصای موسی بود آن وصل اکنون مار شد ای وصال موسی وش اندرربا این مار را
1341,khodavand,ای خداوند شمس دین از آتش هجران تو رشک نور باقی‌ست صد آفرین این نار را
1342,khodavand,با نام خدا برای تان ضمن سلام از حضرت حق طلب کنم فیض مدام
1343,khodavand,فیضی که شود شروع آن صبح ظهور در خانه‌ی کعبه با تماشای امام
1369,khodavand,به جهان خرم از آنم که جهان خرم ازوست عاشقم بر همه عالم که همه عالم ازوست
1372,khodavand,به غنیمت شمر ای دوست دم عیسی صبح تا دل مرده مگر زنده کنی کاین دم ازوست
1373,khodavand,نه فلک راست مسلم نه ملک را حاصل آنچه در سر سویدای بنی‌آدم ازوست
1374,khodavand,به حلاوت بخورم زهر که شاهد ساقیست به ارادت ببرم درد که درمان هم ازوست
1375,khodavand,زخم خونینم اگر به نشود به باشد خنک آن زخم که هر لحظه مرا مرهم ازوست
1376,khodavand,غم و شادی بر عارف چه تفاوت دارد ساقیا باده بده شادی آن کاین غم ازوست
1377,khodavand,پادشاهی و گدایی بر ما یکسانست که برین در همه را پشت عبادت خم ازوست
1378,khodavand,سعدیا‌گر بکند سیل فنا خانه عمر دل قوی دار که بنیاد بقا محکم ازوست
1379,khodavand,به نام کردگار هفت افلاک که پیدا کرد آدم از کفی خاک
1380,khodavand,خداوندی که ذاتش بی‌زوالست خرد در وصف ذاتش گنگ و لالست
1381,khodavand,زمین و آسمان از اوست پیدا نمود جسم و جان از اوست پیدا
1382,khodavand,مه و خورشید نور هستی اوست فلک بالا زمین در پستی اوست
1383,khodavand,ز وصفش جانها حیران بمانده خرد انگشت در دندان بمانده
1384,khodavand,صفات لایزالش کس ندانست هر آن وصفی که گویی بیش ازانست
1385,khodavand,دو عالم قدره بیچون اویست درون جانها در گفت و گویست
1386,khodavand,ز کنه ذات او کس را خبر نیست بجز دیدار او چیزی دگر نیست
1387,khodavand,طلب گارش حقیقت جمله اشیا ز ناپیدایی او جمله پیدا
1388,khodavand,جهان از نور ذات او مزین صفات از ذات او پیوسته روشن
1399,khodavand,از بهر خدا بنگر در روی چو زر جانا هر جا که روی ما را با خویش ببر جانا
1402,khodavand,خدایا جهان پادشاهی تو راست ز ما خدمت آید خدایی تو راست
1408,khodavand,به این عالم ار آشنایی کنی ز خود بگذری و خدایی کنی
1409,khodavand,کنی خاک میخانه‌گر توتیا خدا را ببینی بچشم خدا
1410,khodavand,به میخانه آی و صفا را ببین ببین خویشتن را خدا را ببین
1411,khodavand,تو در حلقه می‌پرستان در آ که چیزی نبینی بغیر خدا
1412,khodavand,هرگز دلم از یاد تو غافل نشود گر جان بشود مهر تو از دل نشود
1413,khodavand,الله تویی و ز دلم آگاه تویی درمانده منم دلیل هرراه تویی
1414,khodavand,ملکا ذکر تو گویم که تو پاکی و خدایی
1415,khodavand,نروم جز به همان ره که توام راه نمایی
1416,khodavand,همه درگاه تو جویم همه از فضل تو پویم
1417,khodavand,همه توحید تو گویم که به توحید سزایی
1418,khodavand,تو زن و جفت نداری تو خور و خفت نداری
1419,khodavand,احد بی زن و جفتی ملک کامروایی
1420,khodavand,نه نیازت به ولادت نه به فرزندت حاجت
1421,khodavand,تو جلیل الجبروتی تو نصیر الامرایی
1422,khodavand,تو حکیمی تو عظیمی تو کریمی تو رحیمی
1423,khodavand,تو نماینده فضلی تو سزاوار ثنایی
1424,khodavand,بری از رنج و گدازی بری از درد و نیازی
1425,khodavand,بری از بیم و امیدی بری از چون و چرایی
1426,khodavand,بری از خوردن و خفتن بری از شرک و شبیهی
1427,khodavand,بری از صورت و رنگی بری از عیب و خطایی
1428,khodavand,نتوان وصف تو گفتن که تو در فهم نگنجی
1429,khodavand,نتوان شبه تو گفتن که تو در وهم نیایی
1430,khodavand,نبد این خلق و تو بودی نبود خلق و تو باشی
1431,khodavand,نه بجنبی نه بگردی نه بکاهی نه فزایی
1432,khodavand,همه عزی و جلالی همه علمی و یقینی
1433,khodavand,همه نوری و سروری همه جودی و جزایی
1434,khodavand,همه غیبی تو بدانی همه عیبی تو بپوشی
1435,khodavand,همه بیشی تو بکاهی همه کمی تو فزایی
1436,khodavand,خود را به خدا بسپار آن لحظه که تنهایی آن لحظه که دل دارد از تو طلب یاری
1437,khodavand,خود را به خدا بسپار همراه سراسر اوست دیگر تو چه می‌خواهی بهر طلب از دوست
1438,khodavand,خود را به خدا بسپار آن لحظه که گریانی آن لحظه که از غم‌ها بی تابی و حیرانی
1439,khodavand,خود را به خدا بسپار چون اوست نوازشگر چون ناز تو می‌خواهد او را ز درون بنگر
1443,khodavand,آفرینش همه تنبیه خداوند دلست دل ندارد که ندارد به خداوند اقرار
1444,khodavand,رسد آدمی به جایی که به جز خدا نبیند بنگر که تا چه حد است مکان آدمیت…
1445,khodavand,از خدا گم شده‏‌ایم او به جستجوست‏ چون ما نیازمند و گرفتار آرزوست‏
1452,khodavand,دو عالم قدرة بیچون اویست درون جانها در گفت و گویست
1456,khodavand,خوشا آنانکه الله یارشان بی بحمد و قل هو الله کارشان بی
1457,khodavand,خوشا آنانکه دایم در نمازند بهشت جاودان بازارشان بی
1458,khodavand,افتاده ز روی تو در آیینه دل عکسی که به هیچ وجه زایل نشود
1459,khodavand,خود را به خدا بسپار چون اوست که بی رنگ است چون وادی عشق او دور از همه نیرنگ است
1461,khodavand,ما زنده از اکرام تو ای هر دو عالم رام تو وی از حیات نام تو جانی گرفته نام دل
1470,khodavand,ره عقل جز پیچ بر پیچ نیست بر عارفان جز خدا هیچ نیست
1472,khodavand,من محو خدایم و خدا آن منست هر سوش مجویید که در جان منست
1473,khodavand,سلطان منم و غلط نمایم بشما گویم که کسی هست که سلطان منست
1474,khodavand,الله یکی صفات او بسیاری وز هر صفتی به عاشقی بازاری
1475,khodavand,خدایا چنان کن سر انجام کار تو خوشنود باشی و ما رستگار
1476,khodavand,تا رنج تحمل نکنی گنج نبینی تا شب نرود صبح پدیدار نباشد
1477,khodavand,یکی درد و یکی درمان پسندد یک وصل و یکی هجران پسندد
1478,khodavand,من از درمان و درد و وصل و هجران پسندم آنچه را جانان پسندد
1479,khodavand,جلوه بخت تو دل می‌برد از شاه و گدا چشم بد دور که هم جانی و هم جانانی
1480,khodavand,پیری آن نیست که بر سر زند موی سفید هر جوانی که به دل عشق ندارد پیر است
1481,khodavand,تیغ تیزی‌گر به دستت داد چرخ روزگار هرچه میخواهی ببر اما مبر نان کسی
1482,khodavand,زندگی آب روانی است روان می‌گذرد هر چه تقدیر من و توست همان می‌گذرد
1483,khodavand,درخت دوستی بنشان که کام دل به بار آرد نهال دشمنی بر کن که رنج بی شمار آرد
